id,course_name,general_req,min_unit,max_unit,open_aut,open_win,open_spr,created_at,updated_at
22,AA218,,3,3,false,false,true,2016-02-18 04:59:21 UTC,2016-02-18 04:59:21 UTC
23,AA222,,3,4,false,false,true,2016-02-18 04:59:21 UTC,2016-02-18 04:59:21 UTC
24,AA228,,3,4,true,false,false,2016-02-18 04:59:21 UTC,2016-02-18 04:59:21 UTC
25,AA229,,3,4,false,true,false,2016-02-18 04:59:21 UTC,2016-02-18 04:59:21 UTC
26,AA236A,,3,5,true,false,false,2016-02-18 04:59:21 UTC,2016-02-18 04:59:21 UTC
27,AA236B,,3,5,false,true,false,2016-02-18 04:59:21 UTC,2016-02-18 04:59:21 UTC
28,AA236C,,3,5,false,false,true,2016-02-18 04:59:21 UTC,2016-02-18 04:59:21 UTC
29,AA240A,,3,3,true,false,false,2016-02-18 04:59:21 UTC,2016-02-18 04:59:21 UTC
30,AA240B,,3,3,false,true,false,2016-02-18 04:59:21 UTC,2016-02-18 04:59:21 UTC
31,AA241A,,3,3,true,false,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
32,AA241B,,3,3,false,true,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
33,AA241X,,3,3,false,false,true,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
34,AA242A,,3,3,true,false,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
35,AA242B,,3,3,false,false,true,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
36,AA244A,,3,3,false,true,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
37,AA244B,,3,3,false,false,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
38,AA250,,3,3,false,false,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
39,AA251,,3,3,false,false,true,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
40,AA252,,3,3,false,false,true,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
41,AA256,,3,3,false,true,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
42,AA257,,3,3,false,false,true,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
43,AA260,,3,3,false,false,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
44,AA270,,3,3,true,false,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
45,AA271A,,3,3,false,false,true,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
46,AA271B,,3,3,false,false,true,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
47,AA272C,,3,3,false,false,true,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
48,AA272D,,3,3,false,true,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
49,AA277,,3,3,false,true,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
50,AA279A,,3,3,false,true,false,2016-02-18 04:59:23 UTC,2016-02-18 04:59:23 UTC
51,AA279B,,3,3,false,false,true,2016-02-18 04:59:25 UTC,2016-02-18 04:59:25 UTC
52,AA280,,3,3,false,false,true,2016-02-18 04:59:25 UTC,2016-02-18 04:59:25 UTC
53,AA283,,3,3,false,true,false,2016-02-18 04:59:25 UTC,2016-02-18 04:59:25 UTC
54,AA284A,,3,3,true,false,false,2016-02-18 04:59:25 UTC,2016-02-18 04:59:25 UTC
55,AA284B,,3,3,false,true,false,2016-02-18 04:59:25 UTC,2016-02-18 04:59:25 UTC
56,AA284C,,3,3,false,false,true,2016-02-18 04:59:25 UTC,2016-02-18 04:59:25 UTC
57,AA290,,1,5,true,true,true,2016-02-18 04:59:25 UTC,2016-02-18 04:59:25 UTC
58,AA291,,1,3,true,true,true,2016-02-18 04:59:25 UTC,2016-02-18 04:59:25 UTC
59,AA294,,1,1,false,false,true,2016-02-18 04:59:25 UTC,2016-02-18 04:59:25 UTC
60,AA295,,1,1,false,false,false,2016-02-18 04:59:25 UTC,2016-02-18 04:59:25 UTC
61,AA297,,1,1,false,false,false,2016-02-18 04:59:27 UTC,2016-02-18 04:59:27 UTC
62,AA300,,1,15,true,true,true,2016-02-18 04:59:27 UTC,2016-02-18 04:59:27 UTC
63,AA301,,1,15,true,true,true,2016-02-18 04:59:27 UTC,2016-02-18 04:59:27 UTC
64,AA801,,0,0,true,true,true,2016-02-18 04:59:27 UTC,2016-02-18 04:59:27 UTC
65,AA802,,0,0,true,true,true,2016-02-18 04:59:27 UTC,2016-02-18 04:59:27 UTC
66,ACCT210,,4,4,false,false,false,2016-02-18 04:59:27 UTC,2016-02-18 04:59:27 UTC
67,ACCT212,,2,2,false,false,false,2016-02-18 04:59:27 UTC,2016-02-18 04:59:27 UTC
68,ACCT213,,4,4,false,false,false,2016-02-18 04:59:27 UTC,2016-02-18 04:59:27 UTC
69,ACCT215,,3,3,false,false,false,2016-02-18 04:59:27 UTC,2016-02-18 04:59:27 UTC
70,ACCT219,,3,3,false,false,false,2016-02-18 04:59:27 UTC,2016-02-18 04:59:27 UTC
71,ACCT311,,4,4,false,false,false,2016-02-18 04:59:28 UTC,2016-02-18 04:59:28 UTC
72,ACCT312,,4,4,false,false,false,2016-02-18 04:59:28 UTC,2016-02-18 04:59:28 UTC
73,ACCT313,,3,3,false,false,false,2016-02-18 04:59:28 UTC,2016-02-18 04:59:28 UTC
74,ACCT317,,3,3,false,false,false,2016-02-18 04:59:28 UTC,2016-02-18 04:59:28 UTC
75,ACCT332,,3,3,false,false,false,2016-02-18 04:59:28 UTC,2016-02-18 04:59:28 UTC
76,ACCT333,,3,3,false,false,false,2016-02-18 04:59:28 UTC,2016-02-18 04:59:28 UTC
77,ACCT340,,4,4,false,false,false,2016-02-18 04:59:28 UTC,2016-02-18 04:59:28 UTC
78,ACCT354,,3,3,false,false,false,2016-02-18 04:59:28 UTC,2016-02-18 04:59:28 UTC
79,ACCT506,,2,2,false,false,false,2016-02-18 04:59:28 UTC,2016-02-18 04:59:28 UTC
80,ACCT516,,2,2,false,false,false,2016-02-18 04:59:28 UTC,2016-02-18 04:59:28 UTC
81,ACCT518,,2,2,false,false,false,2016-02-18 04:59:29 UTC,2016-02-18 04:59:29 UTC
82,ACCT523,,2,2,false,false,false,2016-02-18 04:59:29 UTC,2016-02-18 04:59:29 UTC
83,ACCT533,,2,2,false,false,false,2016-02-18 04:59:29 UTC,2016-02-18 04:59:29 UTC
84,ACCT541,,2,2,false,false,false,2016-02-18 04:59:29 UTC,2016-02-18 04:59:29 UTC
85,ACCT554,,2,2,false,false,false,2016-02-18 04:59:29 UTC,2016-02-18 04:59:29 UTC
86,ACCT609,,3,3,false,false,false,2016-02-18 04:59:29 UTC,2016-02-18 04:59:29 UTC
87,ACCT610,,3,3,false,false,false,2016-02-18 04:59:29 UTC,2016-02-18 04:59:29 UTC
88,ACCT611,,3,3,false,false,false,2016-02-18 04:59:29 UTC,2016-02-18 04:59:29 UTC
89,ACCT612,,3,3,false,false,false,2016-02-18 04:59:29 UTC,2016-02-18 04:59:29 UTC
90,ACCT615,,3,3,false,false,false,2016-02-18 04:59:29 UTC,2016-02-18 04:59:29 UTC
91,ACCT617,,4,4,false,false,false,2016-02-18 04:59:31 UTC,2016-02-18 04:59:31 UTC
92,ACCT618,,3,3,false,false,false,2016-02-18 04:59:31 UTC,2016-02-18 04:59:31 UTC
93,ACCT691,,1,15,false,false,false,2016-02-18 04:59:31 UTC,2016-02-18 04:59:31 UTC
94,ACCT692,,1,15,false,false,false,2016-02-18 04:59:31 UTC,2016-02-18 04:59:31 UTC
95,ACCT698,,1,1,false,false,false,2016-02-18 04:59:31 UTC,2016-02-18 04:59:31 UTC
96,ACCT699,,1,1,false,false,false,2016-02-18 04:59:31 UTC,2016-02-18 04:59:31 UTC
97,ACCT802,,0,0,false,false,false,2016-02-18 04:59:31 UTC,2016-02-18 04:59:31 UTC
98,AFRICAAM8,,3,3,true,false,false,2016-02-18 04:59:31 UTC,2016-02-18 04:59:31 UTC
99,AFRICAAM16N,GER:DB-SocSci,3,3,false,false,false,2016-02-18 04:59:31 UTC,2016-02-18 04:59:31 UTC
100,AFRICAAM18A,"GER:DB-Hum,GER:EC-AmerCul,WAY-A-II",3,3,false,true,false,2016-02-18 04:59:31 UTC,2016-02-18 04:59:31 UTC
101,AFRICAAM18B,"GER:DB-Hum,GER:EC-AmerCul,WAY-A-II",3,3,false,false,true,2016-02-18 04:59:32 UTC,2016-02-18 04:59:32 UTC
102,AFRICAAM19,"GER:DB-Hum,GER:EC-AmerCul,WAY-A-II,WAY-ED",3,4,false,false,false,2016-02-18 04:59:32 UTC,2016-02-18 04:59:32 UTC
103,AFRICAAM20A,"GER:DB-Hum,WAY-A-II,WAY-CE",3,3,true,false,false,2016-02-18 04:59:32 UTC,2016-02-18 04:59:32 UTC
104,AFRICAAM21,"GER:DB-SocSci,GER:EC-AmerCul,WAY-ED",3,5,false,false,true,2016-02-18 04:59:32 UTC,2016-02-18 04:59:32 UTC
105,AFRICAAM24,"WAY-A-II,WAY-ED",4,4,false,false,false,2016-02-18 04:59:32 UTC,2016-02-18 04:59:32 UTC
106,AFRICAAM28,,1,3,true,false,false,2016-02-18 04:59:32 UTC,2016-02-18 04:59:32 UTC
107,AFRICAAM30,"GER:DB-Hum,GER:EC-GlobalCom,WAY-A-II,WAY-SI",3,5,true,false,false,2016-02-18 04:59:32 UTC,2016-02-18 04:59:32 UTC
108,AFRICAAM31,,1,1,true,true,false,2016-02-18 04:59:32 UTC,2016-02-18 04:59:32 UTC
109,AFRICAAM32,,1,5,false,false,false,2016-02-18 04:59:32 UTC,2016-02-18 04:59:32 UTC
110,AFRICAAM36,,5,5,false,false,false,2016-02-18 04:59:32 UTC,2016-02-18 04:59:32 UTC
111,AFRICAAM37,,2,2,true,false,false,2016-02-18 04:59:33 UTC,2016-02-18 04:59:33 UTC
112,AFRICAAM40,,1,1,true,false,false,2016-02-18 04:59:33 UTC,2016-02-18 04:59:33 UTC
113,AFRICAAM40SI,,1,2,false,false,false,2016-02-18 04:59:33 UTC,2016-02-18 04:59:33 UTC
114,AFRICAAM41,"WAY-ED,WAY-SI",3,3,false,true,false,2016-02-18 04:59:33 UTC,2016-02-18 04:59:33 UTC
115,AFRICAAM43,"GER:DB-Hum,GER:EC-AmerCul,WAY-A-II,WAY-ED",5,5,true,false,false,2016-02-18 04:59:33 UTC,2016-02-18 04:59:33 UTC
116,AFRICAAM45,,2,2,false,false,true,2016-02-18 04:59:33 UTC,2016-02-18 04:59:33 UTC
117,AFRICAAM47,"GER:DB-SocSci,GER:EC-GlobalCom,WAY-ED,WAY-SI",3,3,true,false,false,2016-02-18 04:59:33 UTC,2016-02-18 04:59:33 UTC
118,AFRICAAM48Q,"GER:DB-Hum,GER:EC-GlobalCom,WAY-ED,WAY-SI,Writing2",4,4,false,true,false,2016-02-18 04:59:33 UTC,2016-02-18 04:59:33 UTC
119,AFRICAAM50B,"GER:DB-SocSci,GER:EC-AmerCul,WAY-SI",3,3,false,true,false,2016-02-18 04:59:33 UTC,2016-02-18 04:59:33 UTC
120,AFRICAAM52,"WAY-A-II,WAY-ED",3,4,false,true,false,2016-02-18 04:59:33 UTC,2016-02-18 04:59:33 UTC
121,AFRICAAM52N,"WAY-ED,WAY-SI",3,3,false,true,false,2016-02-18 04:59:34 UTC,2016-02-18 04:59:34 UTC
122,AFRICAAM54N,"GER:DB-Hum,GER:EC-Gender,WAY-A-II,WAY-ED",3,4,false,false,true,2016-02-18 04:59:34 UTC,2016-02-18 04:59:34 UTC
123,AFRICAAM54Q,,3,4,false,false,false,2016-02-18 04:59:34 UTC,2016-02-18 04:59:34 UTC
124,AFRICAAM64C,"GER:DB-SocSci,GER:EC-AmerCul",3,3,false,false,false,2016-02-18 04:59:34 UTC,2016-02-18 04:59:34 UTC
125,AFRICAAM75E,,2,2,false,false,false,2016-02-18 04:59:34 UTC,2016-02-18 04:59:34 UTC
126,AFRICAAM87,"WAY-A-II,WAY-SI",5,5,false,true,false,2016-02-18 04:59:34 UTC,2016-02-18 04:59:34 UTC
127,AFRICAAM100,,4,5,true,false,false,2016-02-18 04:59:34 UTC,2016-02-18 04:59:34 UTC
128,AFRICAAM101F,,1,2,false,false,false,2016-02-18 04:59:34 UTC,2016-02-18 04:59:34 UTC
129,AFRICAAM102,GER:DB-SocSci,4,5,false,false,false,2016-02-18 04:59:34 UTC,2016-02-18 04:59:34 UTC
130,AFRICAAM103,,1,1,false,false,false,2016-02-18 04:59:34 UTC,2016-02-18 04:59:34 UTC
131,AFRICAAM105,"GER:DB-Hum,GER:EC-AmerCul,WAY-ED",5,5,false,true,false,2016-02-18 04:59:35 UTC,2016-02-18 04:59:35 UTC
132,AFRICAAM106,WAY-ED,3,5,false,false,true,2016-02-18 04:59:35 UTC,2016-02-18 04:59:35 UTC
133,AFRICAAM107C,GER:EC-GlobalCom,4,5,false,false,false,2016-02-18 04:59:35 UTC,2016-02-18 04:59:35 UTC
134,AFRICAAM111,"GER:EC-GlobalCom,WAY-ED,WAY-SI",5,5,false,true,false,2016-02-18 04:59:35 UTC,2016-02-18 04:59:35 UTC
135,AFRICAAM112,"GER:DB-SocSci,WAY-ED",3,4,false,false,true,2016-02-18 04:59:35 UTC,2016-02-18 04:59:35 UTC
136,AFRICAAM115,,1,1,true,true,true,2016-02-18 04:59:35 UTC,2016-02-18 04:59:35 UTC
137,AFRICAAM116,GER:EC-AmerCul,3,5,false,false,false,2016-02-18 04:59:35 UTC,2016-02-18 04:59:35 UTC
138,AFRICAAM121X,,3,4,false,false,false,2016-02-18 04:59:35 UTC,2016-02-18 04:59:35 UTC
139,AFRICAAM122E,,4,4,false,false,false,2016-02-18 04:59:35 UTC,2016-02-18 04:59:35 UTC
140,AFRICAAM123,,5,5,false,false,false,2016-02-18 04:59:35 UTC,2016-02-18 04:59:35 UTC
141,AFRICAAM125V,"GER:DB-SocSci,WAY-ED,WAY-SI",5,5,false,false,false,2016-02-18 04:59:36 UTC,2016-02-18 04:59:36 UTC
142,AFRICAAM126B,,3,4,false,false,false,2016-02-18 04:59:36 UTC,2016-02-18 04:59:36 UTC
143,AFRICAAM127A,,4,4,false,false,false,2016-02-18 04:59:36 UTC,2016-02-18 04:59:36 UTC
144,AFRICAAM130,,3,5,true,false,false,2016-02-18 04:59:36 UTC,2016-02-18 04:59:36 UTC
145,AFRICAAM131,,5,5,false,false,false,2016-02-18 04:59:36 UTC,2016-02-18 04:59:36 UTC
146,AFRICAAM132,"GER:DB-SocSci,GER:EC-AmerCul,WAY-ED,WAY-SI",4,4,false,true,false,2016-02-18 04:59:36 UTC,2016-02-18 04:59:36 UTC
147,AFRICAAM133,"GER:DB-Hum,WAY-A-II",4,4,false,false,true,2016-02-18 04:59:36 UTC,2016-02-18 04:59:36 UTC
148,AFRICAAM145A,"GER:DB-SocSci,GER:EC-Gender",5,5,false,false,false,2016-02-18 04:59:36 UTC,2016-02-18 04:59:36 UTC
149,AFRICAAM145B,"GER:DB-SocSci,GER:EC-GlobalCom,WAY-A-II,WAY-SI",5,5,false,false,true,2016-02-18 04:59:36 UTC,2016-02-18 04:59:36 UTC
150,AFRICAAM146A,WAY-ED,4,5,true,false,false,2016-02-18 04:59:36 UTC,2016-02-18 04:59:36 UTC
151,AFRICAAM147,"GER:DB-SocSci,GER:EC-GlobalCom,WAY-ED,WAY-SI",5,5,true,false,false,2016-02-18 04:59:37 UTC,2016-02-18 04:59:37 UTC
152,AFRICAAM148,"GER:DB-Hum,GER:EC-GlobalCom,WAY-A-II,WAY-ED",3,5,false,false,true,2016-02-18 04:59:37 UTC,2016-02-18 04:59:37 UTC
153,AFRICAAM150B,"GER:DB-SocSci,GER:EC-AmerCul,WAY-SI",5,5,false,true,false,2016-02-18 04:59:37 UTC,2016-02-18 04:59:37 UTC
154,AFRICAAM152G,"GER:DB-Hum,GER:EC-AmerCul,WAY-A-II,WAY-ED",5,5,true,false,false,2016-02-18 04:59:37 UTC,2016-02-18 04:59:37 UTC
155,AFRICAAM154,,5,5,false,false,true,2016-02-18 04:59:37 UTC,2016-02-18 04:59:37 UTC
156,AFRICAAM156,WAY-CE,4,4,false,false,false,2016-02-18 04:59:37 UTC,2016-02-18 04:59:37 UTC
157,AFRICAAM157P,,4,5,false,false,true,2016-02-18 04:59:37 UTC,2016-02-18 04:59:37 UTC
158,AFRICAAM158,,5,5,false,false,false,2016-02-18 04:59:37 UTC,2016-02-18 04:59:37 UTC
159,AFRICAAM159,"WAY-A-II,WAY-ED",5,5,false,true,false,2016-02-18 04:59:37 UTC,2016-02-18 04:59:37 UTC
160,AFRICAAM165,WAY-ED,3,3,false,false,true,2016-02-18 04:59:37 UTC,2016-02-18 04:59:37 UTC
161,AFRICAAM166,"GER:DB-SocSci,GER:EC-AmerCul",3,5,false,false,true,2016-02-18 04:59:40 UTC,2016-02-18 04:59:40 UTC
162,AFRICAAM176B,,4,4,true,false,false,2016-02-18 04:59:40 UTC,2016-02-18 04:59:40 UTC
163,AFRICAAM181Q,"WAY-A-II,WAY-ED",4,4,false,false,false,2016-02-18 04:59:40 UTC,2016-02-18 04:59:40 UTC
164,AFRICAAM188,,2,4,false,false,true,2016-02-18 04:59:40 UTC,2016-02-18 04:59:40 UTC
165,AFRICAAM189,,5,5,false,false,true,2016-02-18 04:59:40 UTC,2016-02-18 04:59:40 UTC
166,AFRICAAM190,,1,5,true,true,true,2016-02-18 04:59:40 UTC,2016-02-18 04:59:40 UTC
167,AFRICAAM192,"GER:DB-SocSci,GER:EC-Gender,WAY-ED,WAY-SI",4,5,false,true,false,2016-02-18 04:59:40 UTC,2016-02-18 04:59:40 UTC
168,AFRICAAM194,"WAY-A-II,WAY-ED",4,4,false,true,false,2016-02-18 04:59:40 UTC,2016-02-18 04:59:40 UTC
169,AFRICAAM195,,5,5,true,true,true,2016-02-18 04:59:40 UTC,2016-02-18 04:59:40 UTC
170,AFRICAAM199,,1,5,false,false,true,2016-02-18 04:59:40 UTC,2016-02-18 04:59:40 UTC
171,AFRICAAM200X,,5,5,true,false,false,2016-02-18 04:59:41 UTC,2016-02-18 04:59:41 UTC
172,AFRICAAM200Y,,3,5,false,true,false,2016-02-18 04:59:41 UTC,2016-02-18 04:59:41 UTC
173,AFRICAAM200Z,,3,5,false,false,true,2016-02-18 04:59:41 UTC,2016-02-18 04:59:41 UTC
174,AFRICAAM201F,,1,2,false,false,false,2016-02-18 04:59:41 UTC,2016-02-18 04:59:41 UTC
175,AFRICAAM223,"GER:DB-Hum,GER:EC-EthicReas,WAY-A-II,WAY-ER",3,5,false,false,true,2016-02-18 04:59:41 UTC,2016-02-18 04:59:41 UTC
176,AFRICAAM226,"GER:DB-Hum,WAY-A-II,WAY-ED",5,5,false,false,false,2016-02-18 04:59:41 UTC,2016-02-18 04:59:41 UTC
177,AFRICAAM229,"GER:DB-Hum,GER:EC-GlobalCom,WAY-A-II,WAY-ER",3,5,false,true,false,2016-02-18 04:59:41 UTC,2016-02-18 04:59:41 UTC
178,AFRICAAM233A,,3,5,false,false,false,2016-02-18 04:59:41 UTC,2016-02-18 04:59:41 UTC
179,AFRICAAM245,,3,5,false,true,false,2016-02-18 04:59:41 UTC,2016-02-18 04:59:41 UTC
180,AFRICAAM254D,,5,5,false,false,false,2016-02-18 04:59:41 UTC,2016-02-18 04:59:41 UTC
181,AFRICAAM255,"GER:DB-SocSci,GER:EC-AmerCul,WAY-ED",4,5,false,false,true,2016-02-18 04:59:42 UTC,2016-02-18 04:59:42 UTC
182,AFRICAAM261E,,5,5,false,false,false,2016-02-18 04:59:42 UTC,2016-02-18 04:59:42 UTC
183,AFRICAAM262C,,5,5,false,false,true,2016-02-18 04:59:42 UTC,2016-02-18 04:59:42 UTC
184,AFRICAAM262D,,5,5,false,false,false,2016-02-18 04:59:42 UTC,2016-02-18 04:59:42 UTC
185,AFRICAAM267E,,4,5,false,false,false,2016-02-18 04:59:42 UTC,2016-02-18 04:59:42 UTC
186,AFRICAAM290,,3,5,false,false,false,2016-02-18 04:59:42 UTC,2016-02-18 04:59:42 UTC
187,AFRICAST31,WAY-SI,3,5,false,true,false,2016-02-18 04:59:42 UTC,2016-02-18 04:59:42 UTC
188,AFRICAST48S,"WAY-ED,WAY-SI",5,5,false,true,false,2016-02-18 04:59:42 UTC,2016-02-18 04:59:42 UTC
189,AFRICAST72SI,,1,2,false,false,false,2016-02-18 04:59:42 UTC,2016-02-18 04:59:42 UTC
190,AFRICAST109,"WAY-ED,WAY-SI",5,5,false,false,false,2016-02-18 04:59:42 UTC,2016-02-18 04:59:42 UTC
191,AFRICAST111,"GER:EC-GlobalCom,WAY-ED,WAY-SI",5,5,false,false,true,2016-02-18 04:59:43 UTC,2016-02-18 04:59:43 UTC
192,AFRICAST112,"GER:EC-GlobalCom,WAY-ED,WAY-SI",5,5,false,true,false,2016-02-18 04:59:43 UTC,2016-02-18 04:59:43 UTC
193,AFRICAST115,,1,1,true,true,true,2016-02-18 04:59:43 UTC,2016-02-18 04:59:43 UTC
194,AFRICAST116,WAY-A-II,5,5,false,false,true,2016-02-18 04:59:43 UTC,2016-02-18 04:59:43 UTC
195,AFRICAST127,,4,4,false,false,false,2016-02-18 04:59:43 UTC,2016-02-18 04:59:43 UTC
196,AFRICAST131,WAY-SI,3,5,false,true,false,2016-02-18 04:59:43 UTC,2016-02-18 04:59:43 UTC
197,AFRICAST133B,,3,5,true,false,false,2016-02-18 04:59:43 UTC,2016-02-18 04:59:43 UTC
198,AFRICAST135,,3,4,false,false,true,2016-02-18 04:59:43 UTC,2016-02-18 04:59:43 UTC
199,AFRICAST138,,3,5,false,false,false,2016-02-18 04:59:43 UTC,2016-02-18 04:59:43 UTC
200,AFRICAST138B,,5,5,false,false,true,2016-02-18 04:59:43 UTC,2016-02-18 04:59:43 UTC
201,AFRICAST139A,,5,5,false,false,false,2016-02-18 04:59:44 UTC,2016-02-18 04:59:44 UTC
202,AFRICAST141A,,4,4,false,false,false,2016-02-18 04:59:44 UTC,2016-02-18 04:59:44 UTC
203,AFRICAST142,WAY-SI,3,5,false,false,true,2016-02-18 04:59:44 UTC,2016-02-18 04:59:44 UTC
204,AFRICAST145B,"GER:DB-Hum,GER:EC-GlobalCom,WAY-A-II,WAY-ED",3,5,false,false,true,2016-02-18 04:59:44 UTC,2016-02-18 04:59:44 UTC
205,AFRICAST151,,3,3,false,false,false,2016-02-18 04:59:44 UTC,2016-02-18 04:59:44 UTC
206,AFRICAST181,,5,5,false,false,true,2016-02-18 04:59:44 UTC,2016-02-18 04:59:44 UTC
207,AFRICAST190,,1,2,false,false,true,2016-02-18 04:59:44 UTC,2016-02-18 04:59:44 UTC
208,AFRICAST195,,1,2,false,false,false,2016-02-18 04:59:44 UTC,2016-02-18 04:59:44 UTC
209,AFRICAST199,,1,5,true,true,true,2016-02-18 04:59:44 UTC,2016-02-18 04:59:44 UTC
210,AFRICAST200,,1,1,false,false,true,2016-02-18 04:59:44 UTC,2016-02-18 04:59:44 UTC
211,AFRICAST209,,5,5,false,false,false,2016-02-18 04:59:45 UTC,2016-02-18 04:59:45 UTC
212,AFRICAST211,,5,5,false,false,true,2016-02-18 04:59:45 UTC,2016-02-18 04:59:45 UTC
213,AFRICAST212,,5,5,false,true,false,2016-02-18 04:59:45 UTC,2016-02-18 04:59:45 UTC
214,AFRICAST216,,5,5,false,false,true,2016-02-18 04:59:45 UTC,2016-02-18 04:59:45 UTC
215,AFRICAST224,,1,1,false,false,false,2016-02-18 04:59:45 UTC,2016-02-18 04:59:45 UTC
216,AFRICAST229,"GER:DB-Hum,GER:EC-GlobalCom,WAY-A-II,WAY-ER",3,5,false,true,false,2016-02-18 04:59:45 UTC,2016-02-18 04:59:45 UTC
217,AFRICAST235,,3,4,false,false,true,2016-02-18 04:59:45 UTC,2016-02-18 04:59:45 UTC
218,AFRICAST238,,3,5,false,false,false,2016-02-18 04:59:45 UTC,2016-02-18 04:59:45 UTC
219,AFRICAST239,,3,5,false,false,true,2016-02-18 04:59:45 UTC,2016-02-18 04:59:45 UTC
220,AFRICAST299,,1,10,true,true,true,2016-02-18 04:59:45 UTC,2016-02-18 04:59:45 UTC
221,AFRICAST300,,1,1,true,true,true,2016-02-18 04:59:46 UTC,2016-02-18 04:59:46 UTC
222,AFRICAST301A,,4,5,true,false,false,2016-02-18 04:59:46 UTC,2016-02-18 04:59:46 UTC
223,AFRICAST302,,1,1,false,false,true,2016-02-18 04:59:46 UTC,2016-02-18 04:59:46 UTC
224,AMELANG15T,,2,2,true,false,true,2016-02-18 04:59:46 UTC,2016-02-18 04:59:46 UTC
225,AMELANG51A,,2,2,false,false,false,2016-02-18 04:59:46 UTC,2016-02-18 04:59:46 UTC
226,AMELANG70A,,5,5,false,true,false,2016-02-18 04:59:46 UTC,2016-02-18 04:59:46 UTC
227,AMELANG70B,Language,5,5,true,false,true,2016-02-18 04:59:46 UTC,2016-02-18 04:59:46 UTC
228,AMELANG71A,,4,4,true,true,false,2016-02-18 04:59:46 UTC,2016-02-18 04:59:46 UTC
229,AMELANG71B,,4,4,false,true,true,2016-02-18 04:59:46 UTC,2016-02-18 04:59:46 UTC
230,AMELANG84A,,5,5,true,false,false,2016-02-18 04:59:46 UTC,2016-02-18 04:59:46 UTC
